"","GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","logFC_Tumor_vs_Normal","B","GeneName","ENTREZID"
"212406_s_at","PCMTD2",1.02084220779221,9.34313585585586,4.78564463275104,5.25576183854525e-06,8.68565329950093e-05,-1.02084220779221,3.67003081690863,"protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2","55251"
"205513_at","TCN1",1.44395505844156,6.22695855855856,4.76029134857661,5.83496434048951e-06,9.4329100590047e-05,-1.44395505844156,3.57061041397912,"transcobalamin 1","6947"
"210445_at","FABP6",1.2499263474026,6.60056801801802,4.75344673440247,6.0016561595809e-06,9.64638486774775e-05,-1.2499263474026,3.54382929474713,"fatty acid binding protein 6","2172"
"205886_at","REG1B",1.50780024675325,6.3017681981982,4.72882828445268,6.64024075176416e-06,0.000104172283962711,-1.50780024675325,3.44771362042923,"regenerating family member 1 beta","5968"
"207457_s_at","LY6G6D",1.50792735714286,6.89448414414414,4.65870577296617,8.84135414657966e-06,0.000132287172734497,-1.50792735714286,3.17575406205896,"lymphocyte antigen 6 family member G6D","58530"
"202431_s_at","MYC",1.00884784415585,11.329679009009,4.65204036022292,9.08404874248633e-06,0.000135078462348331,-1.00884784415585,3.1500441913829,"MYC proto-oncogene, bHLH transcription factor","4609"
"221731_x_at","VCAN",1.05170401298702,10.7233046846847,4.6262428196115,1.00856072812829e-05,0.000147619627730052,-1.05170401298702,3.05077033021249,"versican","1462"
"206026_s_at","TNFAIP6",1.13183182467533,7.81065207207207,4.62383456756732,1.01843797234253e-05,0.000148674591807827,-1.13183182467533,3.0415218350268,"TNF alpha induced protein 6","7130"
"215034_s_at","TM4SF1",1.12252556168831,9.85245774774775,4.61354738436506,1.06169423540371e-05,0.000153480613121923,-1.12252556168831,3.0020520928574,"transmembrane 4 L six family member 1","4071"
"210163_at","CXCL11",1.10473317532468,5.71815504504505,4.60408569583686,1.10304510410619e-05,0.000157961521700405,-1.10473317532468,2.9658019029298,"C-X-C motif chemokine ligand 11","6373"
"211574_s_at","CD46",1.20926806493507,8.36467954954955,4.43876092909726,2.13389798789262e-05,0.000273987581995873,-1.20926806493507,2.34061196847638,"CD46 molecule","4179"
"209752_at","REG1A",1.78299547727273,7.32951252252252,4.14910651808579,6.5371073237418e-05,0.000683374659084918,-1.78299547727273,1.28412927905145,"regenerating family member 1 alpha","5967"
"209218_at","SQLE",1.04398357467532,9.46972423423423,4.11551268650184,7.42028095750228e-05,0.000756529056706079,-1.04398357467532,1.16492524779473,"squalene epoxidase","6713"
"203477_at","COL15A1",1.04978688636364,9.16600657657658,4.07423503016992,8.66258299766296e-05,0.000855771004163804,-1.04978688636364,1.01942858437237,"collagen type XV alpha 1 chain","1306"
"217744_s_at","PERP",1.01343754220779,9.82931144144144,4.0654703095869,8.95087828474147e-05,0.000877249078526994,-1.01343754220779,0.988673322141494,"p53 apoptosis effector related to PMP22","64065"
"204580_at","MMP12",1.15259978246753,10.345113963964,4.02358440680887,0.000104601693896008,0.000991579546775049,-1.15259978246753,0.8423726098787,"matrix metallopeptidase 12","4321"
"204855_at","SERPINB5",1.30873400974026,7.21734765765766,3.88021035861903,0.000176887479260157,0.00152537073156955,-1.30873400974026,0.350175230936934,"serpin family B member 5","5268"
"204748_at","PTGS2",1.27763605194805,7.29885423423423,3.79118534400696,0.000243559533348536,0.00198021011839611,-1.27763605194805,0.0513732944486724,"prostaglandin-endoperoxide synthase 2","5743"
"205890_s_at","UBD",1.19935406818182,9.06688171171171,3.75351981576041,0.00027843756391782,0.00220398133968413,-1.19935406818182,-0.073444736710079,"ubiquitin D","10537"
"219087_at","ASPN",1.08743062987013,9.17171837837838,3.62271689821917,0.000440083515562885,0.00319578565334661,-1.08743062987013,-0.499380078431807,"asporin","54829"
"218468_s_at","GREM1",1.14531619805195,9.02889009009009,3.56046852910791,0.000545088493112942,0.0038141603538331,-1.14531619805195,-0.697913209894018,"gremlin 1, DAN family BMP antagonist","26585"
"204472_at","GEM",1.0136252435065,10.1531148648649,3.52478380927792,0.000615526450536468,0.00420745097839856,-1.0136252435065,-0.810495188687812,"GTP binding protein overexpressed in skeletal muscle","2669"
"201617_x_at","CALD1",1.00443784415584,8.44976414414414,3.46934738352079,0.00074219673299999,0.00490039022556039,-1.00443784415584,-0.983596986648499,"caldesmon 1","800"
"205815_at","REG3A",1.10193141883117,6.66729990990991,3.36903691095386,0.00103591657281279,0.0064659886501963,-1.10193141883117,-1.29120124331271,"regenerating family member 3 alpha","5068"
"202409_at","IGF2",1.02789556168831,7.77752648648649,3.2834043654519,0.00136966797660317,0.00806558115643372,-1.02789556168831,-1.54798465228985,"insulin like growth factor 2","3481"
"201645_at","TNC",1.05826709415585,8.56411324324324,3.11641377892159,0.00232738218319784,0.0124662401767488,-1.05826709415585,-2.03301396629501,"tenascin C","3371"
"207529_at","DEFA5",1.11426647402598,6.74454990990991,2.96710083247604,0.00367778513101591,0.0180239962249066,-1.11426647402598,-2.44869169605183,"defensin alpha 5","1670"
"202917_s_at","S100A8",1.07013764935065,9.3556409009009,2.91836559037915,0.00425559502303941,0.0202007011140526,-1.07013764935065,-2.58061316125301,"S100 calcium binding protein A8","6279"
